Category,Message,transformed_msg
0,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,oh ye speak txt 2 u hmm u get email
0,"I want to show you the world, princess :) how about europe?",want show world princess europ
0,Nobody can decide where to eat and dad wants Chinese,nobodi decid eat dad want chines
0,No shoot me. I'm in the docs waiting room. :/,shoot doc wait room
0,Now? I'm going out 4 dinner soon..,go 4 dinner
0,Hello which the site to download songs its urgent pls,hello site download song urgent pl
0,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!",know u mean king havin credit goin2b night night sweet only1mor sleep
0,Horrible gal. Me in sch doing some stuff. How come u got mc?,horribl gal sch stuff come u got mc
0,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",hi hun im comin every1 im sorri 4 hope u ava goodtim oli rang melnit ifink mite b sort il explain everythin
1,Please CALL 08712402779 immediately as there is an urgent message waiting for you,pleas call 08712402779 immedi urgent messag wait
0,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,yeah like goe like friend imma flip shit like half hour
0,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...,mum say wan go go shun bian watch da glass exhibit
0,What your plan for pongal?,plan pongal
0,Just wait till end of march when el nino gets himself. Oh.,wait till end march el nino get oh
0,"Not yet chikku..going to room nw, i'm in bus..",yet room nw
0,Am also doing in cbe only. But have to pay.,also cbe pay
0,Honey boo I'm missing u.,honey boo miss u
0,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",sent jd custom servic cum account execut ur mail id detail contact us
0,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",yo parent gettin cash good news pick downstem
0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",thank much skype wit kz sura didnt get pleasur compani hope good given ultimatum oh countin aburo enjoy
1,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",hungri gay guy feel hungri 4 call 08718730555 stop text call 08712460324
0,Ok. No wahala. Just remember that a friend in need ...,wahala rememb friend need
0,I will see in half an hour,see half hour
0,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",im inperialmus listening2th weirdest track ever like insect molest someon plumb remix evil men acid
0,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",hey sorri didntgiv ya bellearli hunni bedbut mite go 2 thepub l8tr uwana mt load luv jenxxx
0,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,serious tell exact word right
1,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,u get 2 phone wan na chat 2 set meet call 09096102316 u cum 2moro luv jane xx
0,"Tee hee. Off to lecture, cheery bye bye.",tee hee lectur cheeri bye bye
0,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",sorri chikku cell got problem tht nt abl repli u msg
0,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,still havent collect dough pl let know go place sent get control number
0,Ok...,ok
1,network operator. The service is free. For T & C's visit 80488.biz,network oper servic free c visit
0,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,let know contact settl room let know ok
0,Wot u up 2 u weirdo?,wot u 2 u weirdo
0,Can do lor...,lor
0,Dont put your phone on silent mode ok,dont put phone silent mode ok
0,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,meet ü 4 depend ü wan 2
0,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,wait 4 tv show 2 start lor u leh still busi ur report
0,Oh ho. Is this the first time u use these type of words,oh ho first time u use type word
0,Am I the only one who doesn't stalk profiles?,one stalk profil
0,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",ever green quot ever told jerri cartoon person irrit u alway one love u vri much fail express gud nyt
0,Yes i thought so. Thanks.,ye thought thank
0,But if she.s drinkin i'm ok.,drinkin ok
0,"Just wondering, the others just took off",wonder other took
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng
0,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",dog must alway wait till end day word run time cell alreadi
0,Happy new year to u too!,happi new year u
0,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",hey great deal farm tour 9am 5pm 50 deposit 16 may
0,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...,eat jap done oso aft ur lect wat ü got lect 12 rite
0,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",hey babe saw came onlin second disappear happen
0,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,da birthdat certif april real date today dont publish shall give special treat keep secret way thank wish
0,Happy birthday... May all ur dreams come true...,happi birthday may ur dream come true
0,Aiyah u did ok already lar. E nydc at wheellock?,aiyah u ok alreadi lar e nydc wheellock
0,TELL HER I SAID EAT SHIT.,tell said eat shit
0,Sure! I am driving but will reach my destination soon.,sure drive reach destin soon
0,"K so am I, how much for an 8th? Fifty?",k much 8th fifti
0,Your daily text from me – a favour this time,daili text favour time
0,Great to hear you are settling well. So what's happenin wit ola?,great hear settl well happenin wit ola
0,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,cocksuck make feel better ipad worthless garbag novelti item feel bad even want one
0,I tot u reach liao. He said t-shirt.,tot u reach liao said
0,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",fran decid 2 go n e way im complet broke knacker got bout 3 c u 2mrw love janx dad fone credit
0,Your right! I'll make the appointment right now.,right make appoint right
0,Designation is software developer and may be she get chennai:),design softwar develop may get chennai
1,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,enjoy jamster videosound gold club credit 2 new get fun help call 09701213186
1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",get 3 lion england tone repli lionm 4 mono lionp 4 poli 4 go 2 origin n best tone 3gbp network oper rate appli
0,I jokin oni lar.. Ü busy then i wun disturb ü.,jokin oni ü busi wun disturb ü
0,"Ok, be careful ! Don't text and drive !",ok care text drive
0,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",alway even spirit get bb soon tri sure need
0,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,u r much close heart u go away shatter plz stay
0,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,love u 2 babe r u sure everyth alrit idiot txt bak girli
0,How abt making some of the pics bigger?,abt make pic bigger
0,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,got got 2 colour lor one colour quit light n e darker lor actual done style hair
0,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",whenevr ur sad whenevr ur gray remembr im 2 listn 2 watevr u wan na say ju walk wid littl amp promis bring back ur smile
0,Why nothing. Ok anyway give me treat,noth ok anyway give treat
1,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",win newest harri potter order phoenix book 5 repli harri answer 5 question chanc first among reader
0,Correct. So how was work today,correct work today
0,"Just sent again. Do you scream and moan in bed, princess?",sent scream moan bed princess
0,"I wake up long ago already... Dunno, what other thing?",wake long ago alreadi dunno thing
0,Oh just getting even with u.... u?,oh get even u u
0,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,thk 50 shd ok said plu minu ü leav line paragraph
0,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,call plz number show coveragd area urgnt call vasai amp reach clock call plz
0,Yeah jay's sort of a fucking retard,yeah jay sort fuck retard
0,"Sorry, was in the bathroom, sup",sorri bathroom sup
1,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,ur balanc ur next question sang girl 80 2 answer txt ur answer good luck
0,My exam is for february 4. Wish you a great day.,exam februari wish great day
0,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,dont know come ask question like dont mistak
0,"Aight no rush, I'll ask jay",aight rush ask jay
0,Good Morning plz call me sir,good morn plz call sir
0,It's ok lar. U sleep early too... Nite...,ok lar u sleep earli nite
0,"Oh... Icic... K lor, den meet other day...",oh icic k lor den meet day
0,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",oh half hour much longer syria canada eh wow must get much work done day us extra time
0,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",sometim put wall around heart safe get find care enough break wall amp get goodnoon
0,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",sweet may may go 4u meet carlo gaug patti interest
0,Then she buying today? Ü no need to c meh...,buy today ü need c meh
0,Aight sorry I take ten years to shower. What's the plan?,aight sorri take ten year shower plan
0,Every monday..nxt week vl be completing..,everi week vl
0,Might ax well im there.,might ax well im
0,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,chill anoth 6hr could sleep pain surgic emerg see unfold okay
0,Yeah I'll try to scrounge something up,yeah tri scroung someth
0,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,crazi ar marri ü like gd look guy fren like say korean leona fave dun thk aft think mayb prob go
0,Were somewhere on Fredericksburg,somewher fredericksburg
0,Que pases un buen tiempo or something like that,que pase un buen tiempo someth like
0,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,ok stay night xavier sleep bag get tire
0,She doesnt need any test.,doesnt need test
0,"Nothing much, chillin at home. Any super bowl plan?",noth much chillin home super bowl plan
1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",free2day sexi st georg day pic jordan txt pic 89080 dont miss everi wk sauci celeb 4 pic c 0870241182716
0,Bugis oso near wat...,bugi oso near wat
0,Yo theres no class tmrw right?,yo there class tmrw right
0,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,let ur heart ur compass ur mind ur map ur soul ur guid u never loos world sent via
0,"Goodnight, sleep well da please take care pa. Please.",goodnight sleep well da pleas take care pleas
0,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,baaaaab misss youuuuu go teach class 5
0,U ned to convince him tht its not possible witot hurting his feeling its the main,u ned convinc tht possibl witot hurt feel main
0,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",good afternoon loverboy goe day luck come way think sweeti send love across sea make smile happi
0,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,start send blackberri torch nigeria find buyer like 4a month tell dad buy bb anyon oh
0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",lt gt pple marri lover becz hav gud undrstndng dat avoid problem sent di 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnd lt gt min whn u read
0,Yo dude guess who just got arrested the other day,yo dude guess got arrest day
0,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,shuhui say chang 2 suntec steamboat u noe r u
0,What does the dance river do?,danc river
0,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",yetund sorri moji seem busi abl go shop pleas find way get want us get pleas forgiv repli free via yahoo messeng
0,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,hey realli pretti late want go lesson first join reach tp mrt
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb
0,Bbq this sat at mine from 6ish. Ur welcome 2 come,bbq sat mine 6ish ur welcom 2 come
0,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",know thing wrong everyso often panick start goin bout bein good enough
0,Alright. I'm out--have a good night!,alright good night
0,Did you try making another butt.,tri make anoth butt
0,Hope you are feeling great. Pls fill me in. Abiola,hope feel great pl fill abiola
0,I though we shd go out n have some fun so bar in town or something – sound ok?,though shd go n fun bar town someth sound ok
0,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",1 go write msg 2 put dictionari mode 3 cover screen hand 4 press lt gt 5 gentli remov ur
1,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bear pic nick tom pete dick fact type tri gay chat photo upload call 08718730666 2 stop text call 08712460324
1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",500 new mobil 2004 must go txt nokia 89545 collect today 2optout txtauction
0,We're finally ready fyi,final readi fyi
0,Auntie huai juan never pick up her phone,aunti huai juan never pick phone
1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd8 latest offer 08000839402
0,"Ya tel, wats ur problem..",ya tel wat ur
0,i dnt wnt to tlk wid u,dnt wnt tlk wid u
0,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",spend day wait ideal path appear front forget path made goodnight
0,Its ok my arm is feeling weak cuz i got a shot so we can go another time,ok arm feel weak cuz got shot go anoth time
0,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,pleas reserv ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve alreadi see ticket want book ticket tackl
0,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",storm msg wen u lift phne u say hello u knw wt real mean hello name u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moral one 4get name person bt girlfrnd g n g h
0,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,pop ask bout someth said around tonght wen girl come
0,All e best 4 ur exam later.,e best 4 ur exam later
0,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,hope ur head hurt 2 much plough way pile iron stay chinki tonight come round like
0,Oh k.i think most of wi and nz players unsold.,oh think wi nz player unsold
0,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",haha got fast lose weight thk muz go 4 month den got effect gee later go aust put bk e weight
0,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",wonder got onlin love gone net cafe get phone recharg friend net think boytoy
0,"Haha just kidding, papa needs drugs",haha kid papa need drug
0,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",thk shld b ya wana go 4 lesson haha go one whole stretch
0,Oh ok..,oh
0,R we still meeting 4 dinner tonight?,r still meet 4 dinner tonight
0,Thats cool! I am a gentleman and will treat you with dignity and respect.,that cool gentleman treat digniti respect
0,Shall i start from hear.,shall start hear
0,Then we wait 4 u lor... No need 2 feel bad lar...,wait 4 u lor need 2 feel bad lar
0,No did you check? I got his detailed message now,check got detail messag
0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,regist sinco paye log enter urn lt gt confirm bewar fraud share disclos urn anyon
0,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",decid peopl care stuff vote care stuff loser
0,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,kaiez enjoy ur tuition gee thk e second option sound beta go yan jiu den msg u
0,cool. We will have fun practicing making babies!,cool fun practic make babi
0,Actually getting ready to leave the house.,actual get readi leav hous
0,K..k..any special today?,special today
1,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",urgent import inform o2 user today lucki day 2 find log onto http fantast surpris await
0,Then we gotta do it after that,got ta
0,"I've got ten bucks, jay is being noncomittal",got ten buck jay noncomitt
0,Where at were hungry too,hungri
0,Pls speak to that customer machan.,pl speak custom machan
0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,somewher beneath pale moon light someon think u dream come true goodnit amp sweet dream
1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,dear u invit xchat final attempt contact u txt chat 86688 ldn 18 yr
0,So wats ur opinion abt him and how abt is character?,wat ur opinion abt abt charact
0,Jay is snickering and tells me that x is totally fucking up the chords as we speak,jay snicker tell x total fuck chord speak
0,No..few hours before.went to hair cut .,hour hair cut
0,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,wonder co dun rem see silver car thk saw black one
0,Lmao. Take a pic and send it to me.,lmao take pic send
0,Speak only when you feel your words are better than the silence... Gud mrng:-),speak feel word better silenc gud mrng
0,No. She's currently in scotland for that.,current scotland
0,Do you work all this week ?,work week
1,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,congratul ur award either cd gift voucher free entri 2 weekli draw txt music 87066 tnc 1 win150ppmx3age16
0,Lol great now im getting hungry.,lol great im get hungri
0,Yes.. now only saw your message..,saw
0,I'll be at mu in like  &lt;#&gt;  seconds,mu like lt gt second
0,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,thing r good thanx got exam march ive done revis fran still boyf ive got ta interviw 4 exet bit worri x
0,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",tell make littl spreadsheet track whose idea smoke determin smoke much entir month februari come
1,For sale - arsenal dartboard. Good condition but no doubles or trebles!,sale arsen dartboard good condit doubl trebl
0,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,look back build coat want get sick hurri home wear coat gym
0,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",pain person alway tri keep everybodi happi time nobodi recognis alon
0,Thanks for ve lovely wisheds. You rock,thank love wish rock
0,You intrepid duo you! Have a great time and see you both soon.,intrepid duo great time see soon
0,I asked sen to come chennai and search for job.,ask sen come chennai search job
0,Dad went out oredi...,dad went oredi
0,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",ju hope true missin co realli missin done anyth feel guilti yet
0,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,wat late still earli mah juz go 4 dinner lor aiya dunno
0,"Arms fine, how's Cardiff and uni?",arm fine cardiff uni
0,In fact when do you leave? I think addie goes back to school tues or wed,fact leav think addi goe back school tue wed
0,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",cool breez bright sun fresh flower twitter bird wait wish u goodmorn amp nice day
0,Ya:)going for restaurant..,ya go
0,"Its ok., i just askd did u knw tht no?",askd u knw tht
1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,free 1st week entri 2 textpod 4 chanc 2 win 40gb ipod cash everi wk txt pod 84128 ts cs custcar 08712405020
0,Those ducking chinchillas,duck chinchilla
0,I am in a marriage function,marriag function
0,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,look like u wil b get headstart im leav bout u r desper compani could head goin meet rummer
0,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,give fli monkey wot think certainli mind friend mine
1,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,regist optin subscrib ur draw 4 gift voucher enter receipt correct an 80062 what no1 bbc chart
0,say thanks2.,say thanks2
0,Msg me when rajini comes.,msg rajini come
0,Ya! when are ü taking ure practical lessons? I start in june..,ya ü take ure practic lesson start
0,"That's good, because I need drugs",good need drug
0,Stupid.its not possible,possibl
0,Can ü all decide faster cos my sis going home liao..,ü decid faster co si go home
1,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,summer final fanci chat flirt sexi singl yr area get match repli summer free 2 join optout txt stop help08714742804
0,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,u sleep go take got spi onlin check n repli mail
1,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,clair havin borin time alon u wan na cum 2nite chat 09099725823 hope 2 c u luv clair xx
1,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,bought one rington get text cost 3 pound offer tone etc
0,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",yalru lyfu astn bt innu mundh lyf ali halla ke bilo marriag program edha lyf nt yet ovr vargu lyfu meow meow
0,Kinda. First one gets in at twelve! Aah. Speak tomo,kinda first one get twelv aah speak tomo
1,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",09066362231 urgent mobil 07xxxxxxxxx bonu caller prize 2nd attempt reach call 09066362231 asap
0,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,ok good later come find ü c lucki told ü go earlier later pple take finish ü
0,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,wat make u thk fall actual thk quit prone 2 fall lucki dad home ask come n fetch alreadi
1,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",07801543489 guarante latest nokia phone 40gb ipod mp3 player prize txt word collect
0,I wont touch you with out your permission.,wont touch permiss
1,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,hi luci hubbi meetin day fri b alon hotel u fanci cumin pl leav msg 2day 09099726395 luci x
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",7 wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st ur love friendship good morn dear
0,Take some small dose tablet for fever,take small dose tablet fever
0,Oh. U must have taken your REAL Valentine out shopping first.,oh u must taken real valentin shop first
0,"Just sent you an email – to an address with incomm in it, is that right?",sent email address incomm right
0,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",gon na blake night might abl get littl earli
0,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",friendship game play word say start march end may tomorrow yesterday today e
0,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",nice wait text right gon na pay ticket ya know
0,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,watch lotr w si di aft u wan 2 meet 4 dinner nite
0,Why you keeping me away like this,keep away like
0,I think its far more than that but find out. Check google maps for a place from your dorm.,think far find check googl map place dorm
0,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,trip ok quit tire lor uni start today ok 4 co take modul ju concentr final yr project
0,Have you always been saying welp?,alway say welp
0,"I'm a guy, browsin is compulsory",guy browsin compulsori
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,puriti friendship two smile read forward smile see name gud evng musthu
0,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",add realli care ca least get dude fuck hey money want
0,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",hello lover goe new job happi think wake slave send teas kiss across sea
0,I told your number to gautham..,told number
0,Tell them no need to investigate about me anywhere.,tell need investig anywher
0,Ok i juz receive..,ok juz
0,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",cant believ said mani thing morn realli want say good morn love beauti morn see librari later
1,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",account credit 500 free text messag activ txt word credit 80488 cs
0,In the end she might still vomit but its okay. Not everything will come out.,end might still vomit okay everyth come
0,How are you with moneY...as in to you...money aint a thing....how are you sha!,money money aint thing sha
0,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,everyth weather keep extra warm cold noth seriou pl lot vitamin c
0,Hey gals.. Anyone of u going down to e driving centre tmr?,hey anyon u go e drive centr tmr
0,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,alway yahoo messeng send messag get may send mobil mode sha get repli
0,I'm putting it on now. It should be ready for  &lt;TIME&gt;,put readi lt time gt
0,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",time n smile r two crucial thing life sometim time make us forget smile sometim someon smile make us forget time gud noon
